FeatureID	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c
PF01243.23	2	0	0	0	1	0	0	1	5	7	3	11	18	8	9
PF14480.9	5	6	6	5	1	10	12	29	33	25	18	37	20	34	20
PF11490.11	4	2	2	1	1	1	0	14	9	7	2	19	2	11	7
PF02811.22	8	14	16	12	10	39	53	84	131	84	97	230	95	108	109
PF00929.27	6	8	10	9	3	17	31	39	57	44	36	70	47	57	45
PF07733.15	8	11	17	12	7	37	49	86	145	89	95	224	83	120	115
PF17657.4	5	9	12	9	7	32	36	67	104	59	65	165	66	94	94
PF14579.9	5	8	12	9	7	31	36	65	98	56	63	132	65	93	83
PF02852.25	4	9	11	11	9	30	23	15	21	19	18	29	30	23	20
PF04073.18	1	0	2	2	5	4	9	17	8	7	5	16	7	23	24
PF02163.25	6	3	17	10	8	21	22	46	51	38	56	91	53	81	50
PF17820.4	2	3	10	3	4	7	12	27	29	22	39	62	25	32	27
PF02739.19	2	0	7	5	5	13	12	21	20	14	25	41	22	39	38
PF01367.23	2	0	7	5	5	13	11	21	20	13	25	41	22	39	37
PF00476.23	2	0	7	5	7	13	12	90	94	31	96	91	28	98	110
PF01527.23	2	1	7	1	4	5	15	35	42	38	42	82	29	29	11
PF00889.22	3	5	22	17	7	42	54	36	35	20	17	31	61	25	30
PF00318.23	16	9	15	28	6	38	97	42	60	39	31	52	52	40	30
PF00465.22	25	30	19	21	8	40	95	26	51	48	36	56	123	46	53
PF13180.9	7	3	9	8	6	18	32	35	32	27	28	34	60	56	40
PF05362.16	2	3	3	7	5	12	17	17	25	15	15	19	12	34	28
PF00342.22	15	10	15	27	22	44	150	17	35	45	20	34	151	23	28
PF10458.12	2	2	5	8	3	10	13	31	48	33	40	73	37	48	44
PF01938.23	2	1	2	5	1	1	12	17	26	20	26	34	15	34	33
PF05958.14	2	1	1	4	0	5	20	35	36	15	20	48	28	45	35
PF01418.20	3	11	3	6	2	4	16	11	14	10	6	20	27	8	12
PF01380.25	25	25	13	23	6	13	64	42	59	33	37	77	103	38	48
PF02673.21	0	0	2	0	2	0	2	4	8	2	7	10	19	9	5
PF13177.9	4	15	10	13	9	15	20	28	26	18	22	60	48	34	35
PF03951.22	1	2	6	3	0	5	45	19	41	22	17	36	36	32	22
PF00120.27	5	3	9	4	4	12	339	51	108	51	64	99	61	90	61
PF01330.24	0	1	0	2	0	0	3	7	5	2	4	9	5	6	5
PF14520.9	5	11	3	5	0	3	14	37	40	26	33	67	31	54	33
PF07499.16	0	1	0	2	0	0	3	7	5	2	4	8	4	6	5
PF01624.23	2	5	38	17	15	25	20	75	152	60	193	261	46	88	71
PF05188.20	2	3	1	4	1	3	12	24	27	13	35	57	22	35	30
PF05192.21	2	3	1	4	1	3	13	24	27	13	36	57	22	37	30
PF05190.21	2	3	1	4	1	3	13	24	27	13	35	57	22	37	30
PF00488.24	6	5	5	11	2	5	29	52	51	41	62	114	76	73	71
PF03446.18	1	0	0	4	1	1	2	2	0	2	2	5	10	9	4
PF14833.9	1	0	0	3	1	0	2	1	0	0	2	5	3	5	3
PF01925.22	0	0	0	0	1	1	0	8	4	4	16	7	12	11	9
PF00226.34	3	8	6	7	3	11	24	35	27	18	27	31	26	37	29
PF01556.21	3	5	5	6	2	7	21	28	19	16	21	25	20	27	25
PF00684.22	3	5	5	6	2	7	18	27	18	15	20	25	20	25	25
PF13537.9	1	3	6	8	12	17	129	37	50	58	41	57	61	56	47
PF00733.24	1	2	1	3	5	11	96	20	25	52	22	33	34	37	32
PF05257.19	1	0	1	2	10	3	9	63	79	71	114	170	102	111	115
PF13545.9	2	1	0	0	1	3	18	14	18	7	15	20	26	22	12
PF01869.23	4	6	7	14	5	8	69	32	70	47	43	94	64	58	69
PF09989.12	1	1	2	6	2	2	28	13	29	20	20	35	30	24	31
PF06050.16	19	21	15	20	6	20	91	24	42	57	32	53	71	39	38
PF00440.26	6	7	17	8	8	21	87	63	104	102	129	256	163	109	99
PF14278.9	1	1	1	3	1	1	6	8	3	2	11	12	34	13	10
PF17191.7	1	2	4	1	1	6	10	9	19	14	23	31	20	32	17
PF19833.2	1	2	5	1	2	6	12	9	19	15	25	31	20	30	17
PF09182.13	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0
PF03764.21	117	177	192	237	92	333	632	239	329	285	225	311	678	263	234
PF06800.15	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
PF06962.15	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PF13167.9	1	4	5	2	3	5	5	15	18	8	24	29	9	23	17
PF16360.8	1	4	5	2	3	5	5	15	18	8	24	29	9	23	17
PF01467.29	7	7	3	10	5	4	19	20	16	17	17	22	44	19	23
PF13649.9	4	12	5	3	6	3	19	28	44	16	25	57	47	34	25
PF05636.14	0	0	0	1	1	0	8	5	1	3	2	11	11	6	5
PF01709.23	5	2	4	3	4	6	16	11	21	12	12	13	22	15	13
PF00162.22	27	61	66	57	30	86	194	32	51	93	39	38	132	33	31
PF02733.20	11	5	7	1	2	12	3	4	10	12	2	5	1	7	3
PF06874.14	6	3	8	4	0	3	23	5	14	12	14	19	20	14	13
PF01408.25	10	26	15	18	10	14	46	16	36	67	24	47	126	40	29
PF02894.20	7	21	12	14	6	9	39	8	23	65	14	21	121	24	19
PF02664.18	0	0	1	1	1	8	10	1	2	4	4	2	4	3	1
PF00248.24	7	6	12	8	11	15	72	69	69	56	61	115	87	125	142
PF13597.9	11	15	17	18	13	23	53	43	71	38	42	89	78	60	65
PF13353.9	22	22	24	25	16	20	56	37	55	33	43	53	73	58	53
PF02361.19	1	0	1	2	0	1	5	7	3	4	5	22	23	18	10
PF12705.10	4	5	9	7	2	11	28	40	45	44	32	76	31	72	68
PF00163.22	14	23	14	30	20	43	72	31	31	25	19	23	100	23	18
PF09371.13	2	0	2	5	4	5	1	19	26	13	13	55	13	31	31
PF16921.8	2	0	2	5	4	5	1	19	26	13	14	55	13	31	32
PF12836.10	3	0	5	10	5	6	11	30	31	19	20	65	22	49	38
PF17674.4	2	0	3	7	5	6	2	32	40	18	15	84	22	53	53
PF08706.14	0	1	0	0	1	1	2	20	24	6	12	31	6	7	10
PF19263.2	0	1	0	0	1	1	0	22	27	33	36	85	7	25	24
PF03288.19	0	1	0	0	1	1	0	14	20	24	21	59	9	10	9
PF17900.4	0	2	0	0	2	0	0	3	0	3	2	1	5	0	3
PF01433.23	0	2	0	0	2	0	0	16	24	9	20	56	9	20	37
PF11838.11	0	2	0	0	1	0	0	0	0	3	0	0	5	0	0
PF09250.14	0	0	0	0	2	0	0	0	1	1	0	0	0	0	1
PF08708.14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PF02229.19	0	0	0	0	0	0	0	3	4	2	6	8	2	2	0
PF03180.17	1	0	0	0	1	0	24	3	3	5	3	8	17	10	5
PF09383.13	0	0	0	0	3	0	6	11	12	1	6	12	11	7	6
PF01497.21	1	2	6	0	3	5	5	17	8	2	21	16	5	26	16
PF00300.25	3	2	3	4	6	9	35	12	15	16	15	32	52	27	18
PF03717.18	6	8	9	6	5	18	26	43	62	32	38	80	59	66	63
PF00905.25	10	16	16	13	12	27	64	85	106	50	70	136	115	124	103
PF00496.25	20	51	33	52	50	74	543	95	74	103	32	58	788	82	62
PF16658.8	3	4	4	10	5	8	17	17	41	21	29	46	25	22	28
PF00154.24	6	3	2	6	11	7	10	21	30	12	22	45	23	26	22
PF05675.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF03595.20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF02568.17	1	0	4	3	4	3	12	14	9	8	7	13	22	8	7
PF02525.20	1	2	0	0	1	0	2	7	4	1	9	16	3	9	5
PF00999.24	0	0	1	1	8	3	28	7	16	8	23	40	39	34	32
PF00118.27	28	42	42	64	38	72	151	151	93	116	56	67	119	61	72
PF00072.27	145	204	218	175	100	274	910	906	1037	674	1004	1763	1391	1157	1149
PF00486.31	36	39	51	35	31	51	128	283	372	291	466	816	247	405	460
PF06156.16	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
PF07155.15	3	3	2	0	0	2	11	4	12	2	4	11	50	3	6
PF06418.17	2	3	2	4	2	6	51	20	31	20	33	22	30	29	23
PF00117.31	3	13	9	12	8	15	86	47	60	57	72	82	82	75	64
PF05014.18	0	0	0	0	1	1	0	0	0	1	0	3	2	0	0
PF01712.22	0	0	0	0	0	0	0	0	1	2	0	0	1	2	0
PF02645.19	9	13	13	10	13	17	58	26	30	21	9	41	107	34	22
PF00216.24	3	8	12	14	9	18	78	16	26	25	16	40	127	13	18
PF04545.19	18	22	30	24	19	33	49	96	123	102	135	243	106	159	167
PF01832.23	2	1	3	9	2	11	5	43	72	25	62	70	16	67	70
PF00912.25	4	9	5	5	7	8	19	21	25	11	20	38	32	39	18
PF05697.16	2	10	18	28	14	32	38	30	29	13	20	34	13	34	26
PF00254.31	5	8	20	33	14	38	48	38	39	13	24	44	30	41	32
PF05698.17	3	10	23	31	14	37	40	34	28	13	15	31	21	38	27
PF03979.17	6	6	11	5	5	5	10	16	24	28	8	23	19	18	19
PF00140.23	6	9	11	8	7	10	13	17	37	31	16	31	21	26	24
PF04542.17	25	32	38	30	22	43	89	141	175	154	177	359	129	194	205
PF04539.19	14	13	17	15	8	17	35	40	56	44	25	59	37	62	45
PF01327.24	0	0	1	0	1	4	11	2	2	3	8	10	4	11	4
PF04851.18	24	29	61	34	32	61	95	274	403	195	601	717	209	400	413
PF12344.11	2	2	6	3	5	6	20	23	38	19	21	41	22	37	30
PF02151.22	3	2	9	4	7	7	24	32	58	25	30	70	30	60	49
PF07977.16	0	0	1	1	2	0	2	3	16	4	13	19	5	18	7
PF02734.20	8	9	16	17	8	16	39	12	19	19	11	12	31	11	14
PF01987.20	0	2	1	5	3	5	6	7	7	5	3	10	9	5	4
PF00265.21	1	0	0	0	2	0	1	2	3	1	8	9	1	4	5
PF03462.21	5	10	15	9	4	15	21	25	56	35	48	64	18	49	49
PF00472.23	5	10	15	9	4	15	21	28	58	35	51	75	18	49	50
PF11967.11	0	0	1	2	1	0	2	7	4	9	10	15	16	7	8
PF02565.18	0	0	1	2	1	0	2	7	4	9	11	16	16	6	8
PF00464.22	2	2	4	7	3	7	22	19	23	14	14	27	18	17	14
PF08032.15	1	2	3	2	2	2	4	11	7	9	13	19	6	7	6
PF00557.27	12	8	18	17	10	35	49	41	51	34	40	51	68	66	44
PF02603.19	3	6	3	1	3	4	6	5	3	8	5	9	19	10	7
PF07475.15	3	6	3	1	3	4	6	5	3	8	5	9	19	10	7
PF00393.22	0	0	0	0	0	1	0	0	0	2	0	0	7	2	0
PF02705.19	0	0	0	0	3	0	1	2	2	1	2	6	1	3	2
PF02588.18	5	4	6	4	2	1	14	10	15	14	9	33	28	10	18
PF00364.25	13	17	11	20	16	26	31	14	47	38	17	31	45	21	39
PF02817.20	1	1	0	0	5	7	0	2	2	2	1	3	0	3	6
PF00198.26	1	1	0	0	5	7	0	2	2	2	1	4	1	4	7
PF12706.10	5	6	7	6	4	4	27	20	23	10	18	40	26	20	13
PF17768.4	2	2	3	6	3	2	4	19	20	12	24	34	11	29	29
PF10141.12	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0
PF03449.18	2	0	3	1	3	9	7	9	14	4	13	20	13	11	17
PF01272.22	2	0	4	1	3	9	7	7	14	4	13	20	13	11	16
PF13518.9	0	3	0	2	10	2	6	21	44	4	28	13	31	36	22
PF00676.23	8	10	1	1	5	3	1	0	0	6	2	3	8	6	4
PF02901.18	224	307	152	177	85	186	733	109	124	201	34	53	1018	74	72
PF01228.24	241	329	150	177	87	198	834	113	136	231	37	59	1468	76	75
PF06071.16	2	2	1	5	6	5	10	7	23	10	21	22	17	15	25
PF00694.22	7	7	6	6	5	8	42	20	21	25	10	20	58	37	25
PF00579.28	4	9	6	8	6	10	27	27	42	20	41	60	34	49	45
PF00343.23	15	28	17	37	13	41	121	54	86	37	50	92	207	60	71
PF00854.24	2	0	0	0	2	8	4	6	14	1	18	28	8	17	15
PF01654.20	0	0	1	0	0	0	0	2	4	4	6	11	10	3	4
PF00149.31	5	6	9	17	6	19	84	52	75	56	116	222	94	105	92
PF14437.9	0	1	0	0	3	1	3	3	2	1	1	6	4	6	4
PF02746.19	2	0	1	0	0	0	1	2	4	5	2	14	4	3	5
PF13378.9	2	0	2	0	0	0	3	2	7	5	4	20	4	5	7
PF00378.23	25	27	20	12	6	21	150	25	31	36	12	15	46	17	15
PF13302.10	1	5	3	2	5	6	52	62	62	40	73	106	78	60	68
PF00710.23	2	1	1	1	2	0	3	4	9	4	4	5	4	9	2
PF17763.4	2	1	1	1	2	0	3	4	9	4	4	5	4	9	2
PF00772.24	3	3	4	4	4	5	23	12	21	19	27	50	24	21	20
PF03796.18	3	3	4	4	4	4	24	13	22	26	44	61	24	21	19
PF16555.8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PF04760.18	15	17	18	27	13	67	57	65	79	71	69	169	113	86	100
PF11987.11	9	10	11	15	9	38	32	38	55	42	48	110	59	58	65
PF08545.13	1	1	1	0	1	3	4	7	7	8	6	20	6	14	13
PF08541.13	1	0	1	0	1	3	3	7	7	6	6	21	5	14	10
PF00289.25	1	1	2	2	4	1	5	3	4	3	6	7	2	6	5
PF02786.20	7	13	12	24	15	21	147	105	127	83	95	222	108	161	144
PF02785.22	1	1	2	2	4	1	5	3	4	3	6	7	2	6	5
PF03255.17	0	1	2	1	1	0	3	4	12	6	3	8	10	17	10
PF00581.23	3	1	0	0	0	1	4	4	8	6	14	14	6	9	11
PF02583.20	1	0	1	1	0	1	5	1	8	2	0	2	1	2	1
PF09334.14	25	33	29	28	34	52	91	64	131	76	114	142	142	141	124
PF19303.2	4	5	4	3	11	7	25	16	37	24	36	43	33	41	33
PF13561.9	5	12	17	18	9	20	92	30	47	36	50	76	99	61	53
PF01960.21	0	0	1	6	1	1	0	8	6	2	4	15	2	14	8
PF00202.24	3	14	4	4	2	6	21	17	13	17	26	34	12	28	20
PF14622.9	0	2	0	1	0	0	6	8	3	2	6	7	7	15	9
PF00035.29	0	2	0	1	0	0	6	8	3	2	6	7	7	15	9
PF00884.26	6	7	11	12	7	7	10	21	41	33	32	83	47	84	82
PF00324.24	0	0	0	0	2	0	0	0	0	4	1	0	2	1	2
PF13793.9	4	2	12	10	7	8	34	12	15	11	12	27	62	28	24
PF14572.9	3	0	9	5	7	6	20	4	9	7	5	23	26	16	17
PF13603.9	10	16	14	10	8	21	39	24	56	37	58	77	61	71	68
PF00232.21	2	5	8	12	19	41	66	24	31	14	16	25	19	23	18
PF03315.18	0	0	0	1	1	1	1	0	6	5	18	15	3	4	5
PF01842.28	3	1	3	8	3	10	16	17	21	15	13	24	22	22	26
PF00403.29	10	7	10	4	23	10	28	31	47	21	49	57	26	55	66
PF03054.19	0	2	4	0	2	0	16	16	17	11	16	35	19	18	20
PF20259.1	0	1	2	0	0	0	13	9	12	3	9	21	10	8	12
PF20258.1	0	1	2	0	0	0	10	9	10	3	7	18	10	9	12
PF01541.27	1	0	4	1	5	4	9	17	28	7	22	47	8	29	24
PF08459.14	1	0	3	1	4	4	4	17	27	7	20	44	8	29	24
PF00763.26	5	3	4	1	4	5	8	8	5	7	2	10	9	10	3
PF02882.22	5	3	4	1	4	5	8	8	5	7	2	10	9	10	3
PF13742.9	2	0	1	2	2	2	18	9	5	7	9	12	11	10	5
PF02601.18	2	0	1	2	2	4	27	15	8	7	10	16	16	11	7
PF01728.22	1	1	3	3	2	1	3	13	3	4	2	8	11	6	7
PF03793.22	6	12	16	15	0	21	23	70	53	121	42	98	48	90	83
PF01245.23	8	7	16	9	13	12	55	18	21	16	12	19	22	23	10
PF01883.22	0	0	0	0	0	1	0	4	1	2	5	8	5	3	6
PF07730.16	0	3	0	1	3	1	2	9	10	6	9	21	7	13	7
PF00390.22	3	1	7	5	0	6	11	12	14	8	9	15	14	16	14
PF03949.18	4	1	5	4	0	5	10	12	12	8	8	15	13	16	14
PF03390.18	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0
PF00204.28	4	5	13	14	4	13	35	55	78	53	73	108	48	72	57
PF00986.24	4	5	13	14	4	12	35	54	76	48	67	103	48	66	54
PF04464.17	0	1	14	4	3	1	13	6	7	4	4	7	17	14	13
PF12674.10	0	0	0	1	0	0	1	3	2	3	6	15	20	2	6
PF01048.23	12	14	5	12	6	22	28	27	39	22	35	70	46	35	58
PF00877.22	15	12	26	23	11	47	77	120	147	113	224	281	186	140	166
PF08206.14	1	0	8	4	3	3	10	16	17	9	8	15	11	20	20
PF17876.4	2	0	9	5	4	3	15	20	21	10	20	31	11	27	22
PF00773.22	2	0	9	6	4	3	15	21	22	10	21	31	13	27	22
PF00510.21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF01266.27	8	5	11	3	6	21	16	8	15	24	22	25	10	19	9
PF16901.8	0	0	0	0	0	1	0	0	0	0	4	0	0	1	1
PF03600.19	2	1	1	0	0	0	3	3	4	2	10	19	9	11	11
PF03211.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07715.18	5	17	30	14	26	51	58	117	263	189	390	643	133	218	236
PF00593.27	4	17	25	8	22	42	27	92	198	133	321	525	85	153	169
PF01142.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PF02787.22	3	6	5	11	6	10	69	51	61	40	44	107	53	77	69
PF02142.25	5	9	11	14	10	15	89	56	71	44	55	122	91	90	78
PF10091.12	0	0	0	0	2	0	3	0	2	3	3	6	2	2	3
PF06165.14	1	3	0	0	6	2	41	40	62	18	20	59	21	26	37
PF17167.7	1	3	0	0	5	3	51	43	75	15	17	55	23	25	36
PF01546.31	18	11	18	15	11	31	35	25	45	59	55	93	38	55	66
PF07687.17	14	9	14	9	5	11	25	18	38	49	42	74	29	35	52
PF04956.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF03840.17	0	1	4	3	3	5	18	2	3	2	4	2	86	3	6
PF00873.22	3	5	12	3	4	14	23	60	79	42	119	180	71	119	94
PF05134.16	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
PF00293.31	8	2	7	6	4	11	52	38	42	36	29	74	95	51	51
PF13857.9	0	0	1	1	1	2	31	6	5	2	2	4	0	2	2
PF12796.10	0	5	5	1	1	4	37	11	21	7	11	6	1	6	4
PF16957.8	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0
PF00775.24	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
PF00361.23	2	1	1	1	6	6	37	37	49	20	24	65	97	62	61
PF07859.16	1	1	2	2	0	2	6	8	12	4	8	13	7	11	9
PF00730.28	0	2	4	2	0	1	20	18	7	13	8	31	38	27	20
PF00633.26	0	2	3	0	0	0	17	14	6	10	6	31	28	19	12
PF00437.23	2	0	3	5	2	9	15	25	29	9	15	35	28	37	31
PF14890.9	0	0	0	0	2	0	0	2	6	1	5	4	5	2	1
PF14528.9	0	0	0	0	1	0	0	12	29	12	33	53	8	14	8
PF00903.28	0	2	0	1	0	3	0	4	3	4	5	4	7	2	5
PF05954.14	0	0	0	0	0	1	2	19	18	7	17	19	7	33	14
PF04717.15	0	0	0	0	0	0	0	5	3	2	2	8	0	7	0
PF10106.12	0	0	0	0	0	1	0	1	0	1	1	0	6	1	0
PF20071.2	5816	4373	7686	2926	10787	8986	1768	7579	3994	11792	4448	1179	903	4852	3827
PF05232.15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PF00115.23	0	0	0	0	0	1	0	2	1	1	1	3	0	3	3
PF13411.9	12	14	13	13	9	15	41	43	57	43	90	122	72	57	80
PF07739.16	0	2	0	4	2	0	8	14	11	7	12	29	12	14	4
PF01791.12	2	5	4	1	4	6	7	4	18	14	12	15	12	15	7
PF01156.22	0	1	2	1	0	3	3	1	3	14	0	4	16	9	2
PF00239.24	244	326	252	145	165	296	461	960	1207	1318	1721	2525	812	1398	1488
PF07508.16	254	339	276	149	169	304	456	1008	1321	1433	1849	2741	812	1524	1628
PF13408.9	248	329	261	148	166	309	441	914	1209	1360	1696	2565	769	1358	1422
PF14287.9	198	291	231	113	138	273	348	608	843	1152	1275	1918	666	1003	996
PF20188.1	0	0	0	0	0	0	0	0	13	9	18	19	1	9	7
PF02195.21	4	3	3	5	16	7	19	149	234	193	312	542	134	285	255
PF03432.17	2	1	6	5	11	8	32	288	354	414	602	976	168	419	471
PF13443.9	4	8	11	4	3	6	33	27	44	26	46	58	38	41	58
PF13154.9	0	0	3	2	2	3	1	29	35	39	68	123	8	56	100
PF13155.9	5	6	10	7	7	17	12	50	75	68	119	208	29	93	120
PF19044.3	1	0	1	0	7	2	10	118	178	162	294	487	40	242	250
PF02534.17	3	0	2	2	15	0	13	149	248	206	373	516	50	254	323
PF06970.14	0	0	0	0	5	0	6	58	100	105	161	257	26	90	112
PF19481.2	0	0	1	0	4	0	8	84	103	124	206	287	60	132	156
PF00389.33	12	10	5	14	6	10	57	30	27	32	23	46	76	49	30
PF02826.22	12	10	6	15	6	10	57	31	30	33	23	49	79	51	36
PF13610.9	2	3	1	0	15	1	8	5	12	2	5	5	14	4	18
PF02913.22	5	6	2	1	3	1	5	5	5	1	5	1	1	1	4
PF00561.23	0	4	4	3	1	4	20	9	25	45	57	83	8	26	38
PF00535.29	20	14	28	29	18	37	181	195	196	88	146	308	358	269	234
PF13018.9	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
PF05860.16	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2
PF05594.17	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2
PF13332.9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
PF03543.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF01281.22	0	2	3	0	1	5	6	8	8	3	6	7	7	2	9
PF03948.17	0	2	3	0	1	5	6	8	8	3	6	7	7	2	9
PF00668.23	6	3	0	4	0	4	10	21	20	21	19	50	30	26	24
PF00501.31	19	12	16	12	5	29	63	90	78	52	73	165	63	89	80
PF13193.9	11	5	5	5	1	9	28	40	35	23	33	69	29	34	34
PF00550.28	7	9	4	8	2	20	32	35	43	24	30	70	60	29	30
PF00975.23	0	0	0	1	0	0	1	1	1	0	4	1	0	2	3
PF01807.23	5	6	8	5	9	13	13	59	101	65	132	190	32	106	89
PF08275.14	5	6	8	5	5	13	11	16	25	18	27	35	22	29	18
PF10410.12	5	6	8	5	4	13	9	15	25	18	25	35	22	28	18
PF02661.21	8	6	4	7	4	14	32	37	41	38	86	120	53	36	53
PF00756.23	1	2	1	2	3	0	26	8	22	19	14	19	37	24	22
PF16296.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13579.9	0	0	0	0	0	0	0	2	0	1	2	1	0	4	2
PF13692.9	0	1	4	4	1	4	7	20	10	2	13	21	16	22	20
PF01979.23	6	16	23	20	12	36	46	39	58	39	50	101	71	80	63
PF19516.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02502.21	1	1	2	3	0	1	18	3	7	7	3	12	19	13	12
PF13247.9	0	2	1	0	1	1	0	0	1	1	1	1	3	0	1
PF14711.9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF00899.24	0	1	1	3	0	2	7	9	16	6	15	21	22	12	23
PF09508.13	10	16	6	13	4	21	23	22	17	17	13	30	44	24	25
PF17385.5	10	16	6	13	4	21	23	22	17	17	13	30	44	24	25
PF17386.5	10	16	6	13	4	21	23	22	17	17	13	30	44	24	25
PF11296.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF12262.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PF03403.16	0	0	0	0	0	0	0	1	0	0	0	1	0	3	5
PF04748.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF03059.19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PF00672.28	90	97	89	61	28	101	330	263	288	275	267	447	366	304	362
PF13426.10	3	7	3	2	3	3	5	6	8	1	17	14	0	20	7
PF00989.28	2	2	5	2	3	2	6	8	7	14	19	21	5	10	12
PF05763.15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
PF09406.13	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PF14690.9	2	5	4	3	2	3	4	5	3	7	6	9	10	11	11
PF01610.20	9	10	6	6	3	10	10	51	43	63	83	162	30	45	44
PF02357.22	13	14	34	22	24	26	58	20	25	19	23	23	28	18	21
PF00467.32	5	4	14	11	9	28	37	19	39	28	15	19	18	11	13
PF05222.18	0	3	5	6	2	4	10	6	10	9	4	9	11	5	5
PF01262.24	0	3	5	6	2	4	10	6	10	9	4	9	11	5	5
PF01312.22	4	2	7	9	0	3	21	14	11	13	2	8	35	14	12
PF08207.15	8	8	10	11	9	12	91	20	24	20	11	19	87	18	10
PF01132.23	8	8	10	11	9	12	91	20	24	20	11	19	87	18	10
PF09285.14	8	8	10	11	9	12	91	20	24	20	11	19	87	18	10
PF02915.20	29	47	77	54	44	93	308	42	58	89	47	42	188	34	31
PF03952.19	2	6	19	12	27	28	98	29	60	48	27	39	67	38	36
PF00113.25	2	6	19	12	27	29	98	33	63	49	28	49	67	42	38
PF01391.21	0	8	4	0	0	0	22	12	6	31	6	20	31	13	12
PF12846.10	0	0	2	0	2	0	0	12	16	30	31	59	6	31	32
PF02447.19	2	6	1	1	0	2	10	1	11	7	5	7	33	1	6
PF11741.11	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0
PF01520.21	3	5	6	12	4	15	12	41	35	20	17	69	12	31	21
PF01346.21	0	0	0	0	0	1	0	0	0	2	6	6	2	1	2
PF04392.15	1	1	1	0	1	2	16	4	13	5	3	6	22	5	4
PF01743.23	1	3	4	4	0	3	8	13	13	9	10	26	7	19	18
PF02367.20	2	0	0	0	0	0	1	1	1	1	4	8	7	10	4
PF06207.14	0	4	3	4	1	2	0	2	3	1	1	0	2	3	2
PF02812.21	85	65	39	30	29	54	214	51	92	148	67	57	196	55	64
PF00208.24	85	65	39	30	29	54	214	51	93	148	67	57	198	55	64
PF02597.23	1	0	0	0	0	1	0	1	1	0	0	1	0	1	2
PF02391.20	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF03485.19	6	3	3	3	1	6	11	12	26	13	21	26	19	26	34
PF00750.22	6	3	3	3	1	6	11	12	26	13	23	27	19	26	35
PF05746.18	6	3	3	4	1	6	12	12	26	13	23	28	19	26	34
PF06689.16	8	5	11	16	7	9	27	19	21	30	13	38	62	30	31
PF18008.4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PF04394.17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PF00861.25	14	8	27	25	4	38	45	51	51	39	15	22	42	27	23
PF01384.23	0	0	0	0	0	0	0	2	12	9	31	62	0	18	14
PF06834.14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PF00625.24	1	2	4	4	1	5	4	6	4	4	10	12	12	9	13
PF01293.23	109	146	162	167	66	225	621	105	153	279	91	95	1035	88	89
PF03734.17	7	4	8	9	4	23	15	20	22	9	20	22	25	36	28
PF02670.19	1	2	4	0	0	2	3	6	12	9	6	9	13	7	13
PF08436.15	1	2	4	0	0	2	3	6	12	9	6	9	13	7	13
PF13288.9	1	2	4	0	0	2	3	6	12	9	6	9	13	7	13
PF08503.13	0	0	1	0	1	0	0	0	0	0	0	1	2	1	1
PF14602.9	1	3	1	1	1	3	9	10	11	11	20	19	26	26	15
PF14493.9	0	0	0	0	0	0	0	2	4	3	9	11	3	3	4
PF12323.11	0	0	0	1	0	0	47	1	2	24	21	36	2	3	2
